0a	0:AH;1:EY
3p	1:AA P
4ped	1:AA P T
3sive	10:OW S IH V
4s	1:AO S
3t	1:AA T
4kin	10:AA T K IH N
4ner	10:AA T N ER
5ick	10:AA T N IH K
4s	1:AA T S
4t	1:AA T
5ed	10:AA T IH D
6r	10:AA T ER
7s	10:AA T ER Z
5ing	10:AA T IH NG
5s	1:AA T S
4z	1:AA T S
3uff	1:OW F
6e	1:OW F
4gh	1:AW;1:OW
6ed	1:AW D
6s	1:AW Z
7hare	10:AW SH EY R
bs	10:AW SH EY R Z
4rde	1:AO R D
3ver	10:AH V ER
6s	10:AH V ER Z
3w	1:AW
4den	10:AW D AH N
4ed	1:AW D
4ing	10:AW IH NG
4man	10:AW M AH N
7's	10:AW M AH N Z
4right	12:AY T
4s	1:AW Z
5hare	12:EY R
9s	12:EY R Z
3y	1:OY
4s	1:OY Z
2ucinski	010:IH N S K IY
4k	1:AH K
5's	1:AH K S
5ed	1:AH K T
6r	10:AH K ER
5ing	10:AH K IH NG
5s	1:AH K S
5y	10:AH K IY
3de	1:UW D
3e	1:UW
3ff	1:AH F
3g	1:AH G
4ged	1:AH G D
5ing	10:AH G IH NG
4in	10:AH G IH N
6s	10:AH G IH N Z
4s	1:AH G Z
3m	1:AH M
4's	1:AH M Z
4age	10:UW M AH JH;10:UW M IH JH
7s	100:UW M AH JH AH Z;100:UW M IH JH IH Z
4b	1:AH M
5ed	1:AH M D
6r	10:AH M ER
7s	10:AH M ER Z
5ing	10:AH M IH NG
4e	1:UW M
5r	10:UW M ER
6i	210:EH R IY
5s	1:UW M Z
4lee	12:IY
6y	10:AH M L IY
4mer	10:AH M ER
6t	10:AH M AH T
7ed	100:AH M AH T IH D
7ing	100:AH M AH T IH NG
7s	10:AH M AH T S
4p	1:AH M P
5ed	1:AH M P T
4s	1:AH M Z
3nder	10:AH N D ER
7ed	10:AH N D ER D
7ing	100:AH N D ER IH NG
4ge	1:AH N JH
6d	1:AH N JH D
6r	10:AH N JH ER
7's	10:AH N JH ER Z
6s	10:AH N JH IH Z
5ing	10:AH N JH IH NG
4k	1:AH NG K
5ed	1:AH NG K T
6r	10:AH NG K ER
7s	10:AH NG K ER Z
6tt	10:AH NG K IH T
5ing	10:AH NG K IH NG
6tt	10:AH NG K IH T
3ral	10:UH R AH L
6ism	1020:IH Z AH M
8tic	2010:IH S T IH K
7ty	0100:AE L IH T IY
7ze	100:UH R AH L AY Z
9d	100:UH R AH L AY Z D
9s	1000:UH R AH L AY Z IH Z
8ing	1000:UH R AH L AY Z IH NG
6s	10:UH R AH L Z
4ibus	100:UH R IH B AH S
5lateral	20100:AE T ER AH L
3s	1:AH S
4's	10:AH S IH Z
4es	10:AH S IH Z
4h	1:AH SH
3ta	10:UW T AH
4h	1:UW TH
4o	10:UW T OW
5's	10:UW T OW Z
5crat	102:AE T
9s	102:AE T S
5nian	0100:OW N IY AH N
7c	010:AA N IH K
7um	0100:OW N IY AH M
3vial	100:UW V IY AH L
2y	1:AY
3bon	10:IH B AH N
3ing	10:AY IH NG
3ler	10:AY L ER
3male	12:EY L
4outh	10:IH M AH TH
8's	10:IH M AH TH S
4pton	10:IH M P T AH N
3wood	12:UH D
1m	11:EH M
1neumatic	010:AE T IH K
9s	010:AE T IH K S
5o	10:UW M OW
6cystis	0100:OW S IH S T IH S
6nia	010:OW N Y AH
8c	010:AA N IH K
1o	1:OW
2-jen	11:EH N
2ach	1:OW CH
5ed	1:OW CH T
6r	10:OW CH ER
7s	10:OW CH ER Z
5ing	10:OW CH IH NG
3g	1:OW G
4e	10:OW IH JH
3rch	1:AO R HH
2banz	10:OW B AA N Z
3la	10:OW B L AH
5no	010:AA N OW
3st	1:AA B S T
2cahontas	2010:AA N T AH S;2010:AA N AH S
4tello	2010:EH L OW
3h	1:AA K
4e	1:AA CH
4iluk	010:IY L UW K
3iask	010:IY AH S K
4us	100:OW S IY IH S
3k	1:AA K
4ed	1:AA K T
5t	10:AA K AH T
6book	102:UH K
as	102:UH K S
6ed	100:AA K AH T IH D
6ful	102:UH L
6ing	100:AA K AH T IH NG
6s	10:AA K AH T S
4lington	100:AA K L IH NG T AH N
4mark	12:AA R K
8ed	12:AA R K T
4s	1:AA K S
3lain	10:AA K L IH N
3o	10:OW K OW
4ck	10:AA K AH K
4no	102:OW
6s	100:OW K AH N OW Z
3us	10:OW K AH S
2d	1:AA D
3's	1:AA D Z
3any	010:AO N IY
3cast	12:AE S T
7er	120:AE S T ER
7ing	120:AE S T IH NG
3ell	01:EY L
4sta	010:EH S T AH
3ge	1:AA JH
4orski	010:AO R S K IY
4urski	010:ER S K IY
3horetz	100:AA D HH ER EH T S;100:AA D HH AO R EH T S
3iatrist	0102:IH S T
4um	100:OW D IY AH M
6s	100:OW D IY AH M Z
3leska	210:EH S K AH
3nar	12:AA R
3olak	010:OW L AH K
5l	10:AA D AH L
5ski	010:OW L S K IY
7y	010:OW L S K IY
3rasky	010:AE S K IY
5za	010:AA Z AH
3s	1:AA D Z
3unk	10:OW T AH NG K
4ska	010:AH S K AH
2e	1:OW
3's	1:OW Z
3hl	1:OW L
5's	1:OW L Z;1:AO L Z
5er	10:OW L ER
5man	10:OW L M AH N
3l	10:OW AH L
4man	10:OW L M AH N
3m	10:OW AH M
4s	10:OW AH M Z
3r	10:OW ER
3schel	10:OW SH AH L
6l	10:OW S K AH L
3t	10:OW AH T
4's	10:OW AH T S
4ic	010:EH T IH K
6al	0100:EH T IH K AH L
8ly	0100:EH T IH K L IY
6s	010:EH T IH K S
4ry	100:OW AH T R IY
4s	10:OW AH T S
2fahl	10:AA F AA L
3f	1:AO F
4enbarger	1000:AA F IH N B AA R G ER
7erger	1000:AO F AH N B ER G ER
2g	1:AA G
3gi	10:AA JH IY
5oli	210:OW L IY
3o	12:OW
4rzelski	0010:EH L S K IY
3rom	01:AA M;10:OW G R AH M
6s	01:AA M Z;10:OW G R AH M Z
3s	1:AA G Z
3ue	1:OW G
2h	1:OW
3ang	10:OW HH AE NG
3jola	210:OW L AH
3l	1:OW L
4's	1:OW L Z
4ad	10:OW L AE D
4e	10:OW HH AH L
4man	10:OW L M AH N
7n	10:OW L M AH N
3npei	12:EY
2ignancy	100:OY N Y AH N S IY
7t	10:OY N Y AH N T
8ly	100:OY N Y AH N T L IY
3ndexter	120:EH K S T ER
a's	120:EH K S T ER Z
4ot	12:AA T
4sett	10:OY N S IH T
8ia	2120:IY AH
as	2120:IY AH Z
4t	1:OY N T
5's	1:OY N T S
5e	1:OY N T
6d	10:OY N T IH D;10:OY N AH D
7ly	102:IY;100:OY N AH D L IY
6noire	102:OY R
6r	10:OY N T ER
7s	10:OY N T ER Z
5ing	10:OY N T IH NG
8ly	100:OY N T IH NG L IY
5less	10:OY N T L AH S
5s	1:OY N T S
5y	10:OY N T IY
3rier	100:OY R IY ER
4ot	21:OW
4rier	100:OY R IY ER
3se	1:OY Z
5d	1:OY Z D
4on	10:OY Z AH N
6ed	10:OY Z AH N D
6ing	100:OY Z AH N IH NG
9s	100:OY Z AH N IH NG Z
6ous	100:OY Z AH N AH S
6s	10:OY Z AH N Z
4sant	01:AO N T
5on	10:OY Z S AH N
3tier	10:OY T Y ER;12:EY
4ra	10:OY T R AA
6s	01:AA Z
2kazukha	2010:UW K AA
3e	1:OW K
4d	1:OW K T
4mon	100:OW K EY M AH N
4r	10:OW K ER
4s	1:OW K S
4weed	12:IY D
4y	10:OW K IY
3ing	10:OW K IH NG
3orney	100:AA K ER N IY
6y	010:AO R N IY
5ski	010:AO R S K IY
3y	10:OW K IY
2l	1:AO L
3acek	100:AA L AH CH EH K
5hek	100:AA L AH K IH K
5k	10:OW L AE K
4k	10:OW L AH K
5off	100:AA L AH K AO F
6wski	0010:AO F S K IY
4n	10:OW L AH N
5co	010:AA N K OW
5d	10:OW L AH N D
6's	10:OW L AH N D Z
6ri	010:AA N D R IY
5ski	010:AE N S K IY
7y	010:AE N S K IY
4r	10:OW L ER
5imeter	20100:IH M AH T ER
6s	010:EH R AH S
7cope	0102:OW P
6ty	0100:EH R AH T IY
6zation	20010:EY SH AH N
7e	102:AY Z
8d	102:AY Z D
8r	1020:AY Z ER
8s	1020:AY Z IH Z
7ing	1020:AY Z IH NG
5ography	20100:AA G R AH F IY
6id	102:OY D
8's	102:OY D Z
8s	102:OY D Z
4sek	010:AA S EH K
5ki	010:AA S K IY
6y	010:AA S K IY
3ce	1:OW L S
4yn	10:OW L S IH N
3der	10:OW L D ER
3e	1:OW L
4cat	12:AE T
7s	12:AE T S
4k	10:OW L EH K
4mic	010:EH M IH K
7al	0100:EH M AH K AH L
7ist	0100:EH M AH S AH S T
7s	010:EH M IH K S
4n	10:OW L AH N
4s	1:OW L Z
4tti	010:EH T IY
4vanov	0100:EH V AH N AA V
5oi	102:OY
4ward	10:OW L W ER D
4y	10:OW L IY
3gar	10:OW L G ER
3hamus	100:OW L HH AH M IH S
4emus	100:OW L HH IH M AH S
4ill	12:IH L
3i	10:OW L IY;10:OW L AY
4castro	0010:AE S T R OW
5e	01:IY S
6's	010:IY S IH Z
6d	01:IY S T
6man	010:IY S M AH N
9's	010:IY S M AH N Z
7en	010:IY S M IH N
6s	010:IY S IH Z
6woman	0120:UH M AH N
9en	0120:IH M EH N
5h	10:AA L IH K
5ies	100:AA L AH S IY Z
6ng	010:IY S IH NG
5y	100:AA L AH S IY
6's	100:AA L AH S IY Z
6holder	10020:OW L D ER
c's	10020:OW L D ER Z
cs	10020:OW L D ER Z
d'	10020:OW L D ER Z
6maker	10020:EY K ER
bs	10020:EY K ER Z
9ing	10020:EY K IH NG
4dori	0010:AO R IY
7o	0010:AO R OW
4froni	0010:OW N IY
4meni	0010:EH N IY
4n	10:OW L IH N
5g	10:OW L IH NG
5o	010:IY N OW
5ski	010:IH N S K IY
7y	010:IH N S K IY
4o	102:OW
4quin	001:IY N
4s	10:OW L AH S;10:OW L AY Z
5ario	20100:EH R IY OW
5h	10:AA L IH SH;10:OW L IH SH
6ed	10:AA L IH SH T
6ing	100:AA L IH SH IH NG
4tano	0010:AA N OW
5buro	1020:UH R OW
9's	1020:UH R OW Z
5e	01:AY T
6ly	010:AY T L IY
6ness	010:AY T N AH S
6s	01:AY T S
5i	010:IY T IY
6c	102:IH K
7al	0100:IH T AH K AH L;0100:IH T IH K AH L
9ly	01000:IH T IH K AH L IY;100:IH T IH K L IY
7ian	2010:IH SH AH N
a's	2010:IH SH AH N Z
as	2010:IH SH AH N Z
b'	2010:IH SH AH N Z
8zation	020010:EY SH AH N
9e	0102:AY Z
ad	0102:AY Z D
9ing	01020:AY Z IH NG
7king	1020:IH K IH NG
7o	0102:OW
8s	0102:OW Z
7s	102:IH K S
8'	102:IH K S
6s	100:AA L AY T IH S
5o	010:IY T OW
5te	01:IH T
5y	100:AA L AH T IY
5z	10:AA L IH T S
4vka	010:IY V K AH
4zzi	010:IY T S IY
3je	10:OW L JH IY
3k	1:OW K;1:OW L K
4's	1:OW K S;1:OW L K S
4a	10:OW L K AA;10:OW K AA
5s	10:OW L K AA Z
4inghorn	102:AO R N
3l	1:OW L
4's	1:OW L Z
4ack	10:AA L AH K
7's	10:AA L AH K S
5k	10:AA L AH K
5n	10:AA L AH N
6d	10:AA L AH N D
5rd	10:AA L ER D
7's	10:AA L ER D Z
4ed	1:OW L D
5n	10:AA L AH N
6s	10:AA L AH N Z
5t	10:AA L IH T
6t	10:AA L IH T
5y	10:AA L IY
4ick	10:AA L IH K
5na	010:IY N AH
7te	102:EY T
9d	1020:EY T IH D
9s	102:EY T S
8ion	2010:EY SH AH N
6g	10:OW L IH NG
7er	100:OW L IH NG ER
6i	010:IY N IY
7a	0100:IH N IY AH
6o	010:IY N OW
5o	100:AA L IY OW
5tt	10:AA L IH T
4man	10:OW L M AH N
4ner	10:OW L N ER
4o	10:AA L OW
5ck	10:AA L AH K
5i	21:OY
5k	10:AA L AH K
4s	1:OW L Z
5ter	10:OW L S T ER
8s	10:OW L S T ER Z
4utant	010:UW T AH N T
9s	010:UW T AH N T S
6e	01:UW T
7d	010:UW T IH D
7r	010:UW T ER
8s	010:UW T ER Z
7s	01:UW T S
6ing	010:UW T IH NG
7on	010:UW SH AH N
5x	10:AA L AH K S
4y	10:AA L IY
5's	10:AA L IY Z
5anna	2010:AE N AH
8ish	2010:AE N IH SH
3o	10:OW L OW
4's	10:OW L OW Z
4naise	201:EY Z
5ium	0100:OW N IY AH M
7s	0100:OW N IY AH S
5sky	010:AA N S K IY
3s	1:OW L Z
4by	10:OW L Z B IY
4inelli	0010:EH L IY
4kin	10:AA L S K IH N;10:OW L S K IH N
5y	10:OW L S K IY
4on	10:OW L S AH N
4ter	10:OW L S T ER
5on	10:OW L S T AH N
3tergeist	102:AY S T
bs	102:AY S T S
4rack	12:AE K
3us	10:OW L AH S
3y	10:AA L IY
4's	10:AA L IY Z
4acetylene	220102:IY N
5k	10:AA L Y AE K
5mide	2212:AY D
5ndrous	2210:AE N D R AH S
8y	2210:AE N D R IY
4butylene	22102:IY N
4carpic	2210:AA R P IH K
6st	122:AE S T
5hlorinate	22102:EY T
ed	221020:EY T IH D
6rome	122:OW M
5onomics	20010:AA M IH K S
4ester	2210:EH S T ER
9s	1220:EH S T ER Z
5thylene	22102:IY N
4gamous	0100:IH G AH M AH S
7y	0102:IY
5lot	220:IY G L AA T
5on	102:AA N
7al	0100:IH G AH N AH L
5ram	122:AE M
8's	122:AE M Z
7ph	122:AE F
9s	122:AE F S
5ynous	0100:IH JH AH N AH S
7y	0100:IH JH AH N IY
4hedron	2210:IY D R AH N
as	2210:IY D R AH N Z
6moglobin	220100:AA G L AH B IH N
4marker	2210:AA R K ER
as	2210:AA R K ER Z
5er	100:AA L AH M ER
7ase	1202:EY S
7ization	200010:EY SH AH N
9e	1002:AY Z
ad	1002:AY Z D
as	10020:AY Z AH Z
7s	100:AA L IH M ER Z
5orph	122:AO R F
9ic	2210:AO R F IH K
asm	22100:AO R F IH Z AH M
4nesia	2210:IY ZH AH
9n	2210:IY ZH AH N
5omial	22100:OW M IY AH L
as	22100:OW M IY AH L Z
4olefin	22100:OW L AH F IH N
4p	10:AA L IH P
5hase	122:EY Z
6onic	2210:AA N IH K
8y	0100:IH F AH N IY
5ropylene	22102:IY N
5s	10:AA L IH P S
4saccharide	22102:AY D
es	22102:AY D Z
6r	100:AA L IH S AA R
7's	100:AA L IH S AA R Z
5ilicon	20102:AA N
5tyrene	2212:IY N
5yllabic	22010:AE B IH K
4tech	221:EH K
8nic	2010:EH K N IH K;2210:EH K N IH K
9ologies	220100:AA L AH JH IY Z
dy	220100:AA L AH JH IY
5heism	12000:IY TH IY IH Z AH M
9tic	22010:IH S T IH K
5ropic	2210:AO P IH K
4urethane	22102:EY N
4vinyl	2010:AY N AH L
3zer	10:OW L Z ER
4in	10:OW L Z IH N
2m	1:AO M
3a	10:OW M AH
3bo	10:AA M B OW
3egranate	2010:AE N AH T
4rance	101:AE N S
7ia	20100:EY N IY AH
9n	20100:EY N IY AH N
7tz	102:AE N T S
7z	101:AE N S
5leau	100:AA M ER L OW
5oy	102:OY
3icino	2010:IY N OW
3mel	10:AA M AH L
5r	10:AA M ER
4ier	100:AA M IY ER
3odoro	2010:AO R OW
4graphy	0100:AA G R AH F IY
4logy	0100:AA L AH JH IY
4na	010:OW N AH
3p	1:AA M P
4a	10:AA M P AH
5dour	100:AA M P AH D AO R
6ur	100:AA M P AH D ER
5no	102:OW
4eo	100:OW M P IY OW
5r	10:AA M P ER
5y	10:AA M P IY
4idou	102:UW
5lio	0100:IY L IY OW
4lun	10:AA M P L AH N
4om	10:AA M P AA M
6s	10:AA M P AA M Z
5n	12:AA N
6io	0100:OW N IY OW
6s	12:AA N Z
5sity	2100:AA S IH T IY
5us	10:AA M P AH S
7ness	100:AA M P AH S N AH S
3renze	10:AA M R AH N Z
4oy	12:OY
2n	1:AA N
3ce	10:OW N S EY;1:AA N S;10:AA N S EY
5t	10:AA N S AH T
4han	10:AA N CH AH N
5o	10:AA N CH OW
6s	10:AA N CH OW Z
3d	1:AA N D
4's	1:AA N D Z
4er	10:AA N D ER
6ed	10:AA N D ER D
6ing	100:AA N D ER IH NG
6osa	2010:OW S AH
9's	2010:OW S AH Z
7us	100:AA N D ER AH S
6s	10:AA N D ER Z
4imin	100:AA N D AH M IH N
4s	1:AA N D Z
3g	1:AO NG
4ratz	10:AA NG G R AH T S
3iatowski	00010:AO F S K IY
4ed	10:OW N IY D
5s	10:OW N IY Z
3s	1:AA N Z
4olle	10:AA N S OW L
3t	1:AA N T
4's	1:AA N T S
4arelli	0010:EH L IY
4briand	100:AA N T B R IY AH N D
4e	1:AA N T
5s	10:OW N T EH S
4i	10:AA N T IY
5ac	102:AE K
7's	102:AE K S
7s	102:AE K S
5ff	10:AA N T AH F;10:AA N T IH F
7's	10:AA N T AH F S
6ical	0100:IH F AH K AH L
9te	0102:EY T
bd	01020:EY T IH D
br	01020:EY T ER
cs	01020:EY T ER Z
bs	0102:EY T S
aing	01020:EY T IH NG
bon	02010:EY SH AH N
ds	02010:EY SH AH N Z
5kes	212:EH Z
5llo	010:IH L OW
5ous	10:OW N SH IH S
5us	120:IY IH S
4o	12:OW
5n	10:AA N T AH N
5on	01:UW N
7s	21:UW N Z
4s	1:AA N T S
3y	12:IY
4tail	102:EY L
3zetti	010:EH T IY
4i	10:AA N Z IY
5o	102:OW
4o	12:OW
2o	1:UW
3ch	1:UW CH
5es	10:UW CH IH Z
3dle	10:UW D AH L
6s	10:UW D AH L Z
3f	1:UW F
3h	1:UW
4-bah	11:AH
4ed	1:UW D
3kie	12:IY
3l	1:UW L
4's	1:UW L Z
4-side	11:AY D
4as	10:UW L AH S
4e	1:UW L
5d	1:UW L D
5r	10:UW L ER
5y	10:UW L IY
4ing	10:UW L IH NG
4s	1:UW L Z
5ide	12:AY D
3n	1:UW N
3p	1:UW P
4ed	1:UW P T
5r	10:UW P ER
6s	10:UW P ER Z
4s	1:UW P S
3r	1:UW R
4's	1:UW R Z
4-spirited	1100:IH R IH T IH D
dness	11000:IH R IH T IH D N AH S
4baugh	10:UW R B AO
4e	1:UW R
5r	10:UW R ER
5st	10:UW R IH S T
4house	12:AW S
4ly	10:UW R L IY
4man	10:UW R M AH N
4s	1:UW R Z;1:AO R Z
3ser	10:UW Z ER
3vey	10:UW V IY
2p	1:AA P
3's	1:AA P S
3a	10:OW P AH
4relli	2010:EH L IY
3corn	12:AO R N
3e	1:OW P
4's	1:OW P S
4il	21:IY L
4joy	12:OY
7's	12:OY Z
4k	10:OW P IH K
4lka	010:EH L K AH
4s	1:OW P Z
4ye	12:AY
6's	12:AY Z
6s	12:AY Z
3ham	10:AA F AH M
3ick	10:AA P IH K
4el	10:AA P IY L
6uszko	02010:AH S K OW
4k	10:OW P IH K
3ken	10:AA P K AH N
4in	10:AA P K IH N
4o	10:OW P K OW
3lar	10:AA P L ER
5wski	010:AA F S K IY
4in	10:AA P L IH N
6s	10:AA P L IH N Z
3off	12:AO F
4lare	2010:AA R IY
4v	10:OW P AH V
5ic	100:AA P AH V IH K
7h	100:AA P AH V IH CH
4wski	010:AO F S K IY
3p	1:AA P
4a	10:AA P AH
5dom	102:AO M
4e	1:AA P
5a	100:AA P IY AH
5d	1:AA P T
5ll	10:AA P AH L
5n	10:AA P AH N
5r	10:AA P ER
6s	10:AA P ER Z
4ies	10:AA P IY Z
5ng	10:AA P IH NG
6s	10:AA P IH N Z
4le	10:AA P AH L
6ton	100:AA P AH L T AA N
6well	100:AA P AH L W EH L
4y	10:AA P IY
5's	10:AA P IY Z
5cock	102:AO K
3s	1:AA P S
4icle	100:AA P S IH K AH L
3u	10:OW P Y UW
4lace	100:AA P Y AH L AH S
6r	100:AA P Y AH L ER
7ity	20100:EH R AH T IY
8zation	200010:EY SH AH N
9e	1002:AY Z
ad	1002:AY Z D
ar	10020:AY Z ER
9ing	10020:AY Z IH NG
7ly	1000:AA P Y AH L ER L IY
6te	102:EY T
8d	1020:EY T IH D
7ing	1020:EY T IH NG
8on	2010:EY SH AH N
as	2010:EY SH AH N Z
5ism	1020:IH Z AH M
7t	100:AA P Y AH L AH S T
8s	100:AA P Y AH L IH S T S;100:AA P Y AH L IH S S;100:AA P Y AH L IH S
5ous	100:AA P Y AH L AH S
4p	12:AH P
3well	12:EH L
2quette	01:EH T
2r	1:AO R
3ada	010:AA D AH
4th	10:AO R AH TH
3caro	010:AA R OW
4elain	100:AO R S AH L AH N
9s	100:AO R S AH L AH N Z
6la	010:EH L AH
7i	010:EH L IY
7o	010:EH L OW
4h	1:AO R CH
5er	10:AO R CH ER;21:EY
6s	10:AO R CH AH Z;10:AO R CH IH Z
5ia	100:AO R K IY AH
4o	10:AO R K OW
4upine	102:AY N
9s	102:AY N Z
3dy	10:AO R D IY
3e	1:AO R
4d	1:AO R D
4mba	010:EH M B AH
4s	1:AO R Z
3ges	10:AO R JH IH Z
4y	10:AO R G IY
3ing	10:AO R IH NG
3k	1:AO R K
4-barrel	120:EH R AH L
4er	10:AO R K ER
6s	10:AO R K ER Z
4y	10:AO R K IY
3n	1:AO R N
4o	10:AO R N OW
5grapher	2100:AA G R AH F ER
cs	2100:AA G R AH F ER Z
aic	2010:AE F IH K
ay	0100:AA G R AH F IY
3ous	10:AO R AH S
3phyritic	2010:IH T IH K
7y	100:AO R F ER IY
4oise	10:AO R P AH S
8s	100:AO R P AH S AH Z
3r	1:AO R
4as	10:AO R AA Z
5zzo	010:AA Z OW
4eca	010:EH K AH
5tta	010:EH T AH
4idge	10:AO R AH JH
5tt	10:AO R IH T
4o	10:AO R OW
3sche	10:AO R SH AH;1:AO R SH
7's	10:AO R SH AH Z;10:AO R SH IH Z
7s	10:AO R SH IH Z
3t	1:AO R T
4's	1:AO R T S
4-angeles	1100:AE N JH AH L IH S
6rthur	110:AA R TH ER
6u-prince	201:IH N S
5clinton	110:IH N T AH N
5london	110:AH N D AH N
5victoria	10100:AO R IY AH
4a	10:AO R T AH
5bility	20100:IH L IH T IY
6le	100:AO R T AH B AH L
8s	100:AO R T AH B AH L Z
5down	100:AO R T AH D AW N
5ge	10:AO R T AH JH;10:AO R T IH JH
5l	10:AO R T AH L
6es	010:AA L EH S
6s	10:AO R T AH L Z
5nova	0010:OW V AH
4culis	010:AH L IH S
4e	1:AO R T
5c	12:EH K
6's	12:EH K S
5d	10:AO R T IH D
5e	11:IY
5la	010:EH L AH
6l	01:EY L
7i	010:EH L IY
5nd	01:EH N D
7ing	010:EH N D IH NG
7s	01:EH N D Z
6t	10:AO R T EH N T
7ous	010:EH N T AH S
7s	12:EH N T S
5ous	100:AO R T IY IH S
5r	10:AO R T ER
6's	10:AO R T ER Z
6a	010:EH R AH
7ges	1000:AO R T ER IH JH IH Z
6field	102:IY L D
6s	10:AO R T ER Z
4folio	0102:OW
9's	0102:OW Z
9s	0102:OW Z
4h	1:AO R TH
5os	01:AO S
4ia	10:AO R SH AH
5co	102:OW
5er	100:AO R T IY ER
5lla	210:IH L AH
7o	210:IH L OW
5nadi	2010:AA D IY
6g	10:AO R T IH NG
5on	10:AO R SH AH N
7s	10:AO R SH AH N Z
5s	10:AO R T IH S
4land	10:AO R T L AH N D
8's	10:AO R T L AH N D Z
5ock	12:AA K
5y	10:AO R T L IY
4man	10:AO R T M AH N
7teau	102:OW
4ner	10:AO R T N ER
6y	10:AO R T N IY
5oy	10:AO R T N OY
4o	10:AO R T OW
4rait	10:AO R T R AH T
8s	10:AO R T R AH T S
6y	01:EY
7al	010:EY AH L
9s	010:EY AH L Z
7ed	01:EY D
7ing	010:EY IH NG
7s	01:EY Z
4s	1:AO R T S
5mouth	10:AO R T S M AH TH
4ugal	100:AO R CH AH G AH L
8's	100:AO R CH AH G AH L Z
8ia	21100:EY L IY AH
6uese	102:IY Z
4wood	12:UH D
4z	1:AO R T S
3zio	100:AO R Z IY OW
2s	1:AA S;111:EH S
3a	10:OW S AH
4da	010:AA D AH
4vina	0010:IY N AH
3ch	1:AO SH
4o	10:AO S K OW
3e	1:OW Z
4d	1:OW Z D
4idon	010:AY D AH N
8's	010:AY D AH N Z
4n	10:OW Z AH N
4r	10:OW Z ER
4s	10:OW Z AH Z;10:OW Z IH Z
4ur	10:OW Z ER;21:ER
6s	10:OW Z ER Z;21:ER Z
4y	10:OW Z IY
3h	1:AA SH
4ard	10:AA SH ER D
3ing	10:OW Z IH NG
4t	10:AA Z AH T
5ed	100:AA Z AH T IH D
5ion	010:IH SH AH N
8ed	010:IH SH AH N D
8ing	0100:IH SH AH N IH NG
8s	010:IH SH AH N Z
6ve	100:AA Z AH T IH V
8ly	1000:AA Z AH T IH V L IY
8s	100:AA Z AH T IH V Z
7ism	10020:IH Z AH M
5ron	102:AA N
8s	102:AA N Z
5s	10:AA Z AH T S
3luns	10:AO Z L AH N Z
5szny	010:AH SH N IY
3ner	10:OW Z N ER;10:AO Z N ER
6's	10:OW Z N ER Z;10:AO Z N ER Z
6s	10:OW Z N ER Z;10:AO Z N ER Z
4ick	10:AO S N IH K
3pisil	001:IY L
3s	1:AO S
4e	10:AA S IY
5hl	10:AA S AH L
5s	10:AA S IY Z
6s	01:EH S
7ed	01:EH S T
8s	010:EH S AH Z;010:EH S IH Z
7ing	010:EH S IH NG
8on	010:EH SH AH N
as	010:EH SH AH N Z
8ve	010:EH S IH V
aness	0100:EH S IH V N AH S
7or	010:EH S ER
4ibilities	20100:IH L AH T IY Z
ay	20102:IY
6le	100:AA S AH B AH L
7y	100:AA S AH B L IY
4um	10:AA S AH M
6s	10:AA S AH M Z
3t	1:OW S T
4's	1:OW S T S
4-attack	101:AE K
5mortem	010:AO R T EH M
5traumatic	2010:AE T IH K
4age	10:OW S T AH JH;10:OW S T IH JH
5l	10:OW S T AH L
6's	10:OW S T AH L Z
4card	12:AA R D
8s	12:AA R D Z
5rash	12:AE SH
4date	21:EY T
8d	210:EY T IH D
8s	21:EY T S
7ing	210:EY T IH NG
5octoral	2120:ER AH L
4ed	10:OW S T IH D
5l	10:AA S T AH L
6l	10:AA S T AH L
5ma	010:EH M AH
5n	10:OW S T AH N
5r	10:OW S T ER
6aro	2010:AA R OW
6ior	210:IH R Y ER
9s	210:IH R Y ER Z
7ty	0100:EH R AH T IY
7ze	102:AY Z
6s	10:OW S T ER Z
4game	21:EY M
4hole	12:OW L
8s	12:OW L Z
5umous	100:AA S CH UH M AH S
aly	1000:AA S CH UH M AH S L IY
4ing	10:OW S T IH NG
7s	10:OW S T IH NG Z
6o	010:IY N OW
5pankki	2010:AE NG K IY
5t	10:OW S T IH T
4le	10:AA S AH L
6thwait	100:OW S T AH L TH W EY T
6wait	100:AA S T AH L W EY T
ae	100:OW S T AH L W EY T
4ma	10:OW S T M AH
6n	10:OW S T M AH N;10:OW S M AH N
6rk	12:AA R K
8ed	12:AA R K T
6ster	120:AE S T ER
as	120:AE S T ER Z
5odern	210:AA D ER N
aism	21020:IH Z AH M
6rtem	210:AO R T EH M
4natal	210:EY T AH L
4on	10:OW S T AH N
5perative	21000:AO P AH R AH T IH V
4pone	01:OW N
8d	01:OW N D
8ment	010:OW N M AH N T
cs	010:OW N M AH N T S
8s	01:OW N Z
7ing	010:OW N IH NG
4rel	10:AO S T R EH L
7le	21:EH L
6tirement	20100:AY ER M AH N T
4s	1:OW S T S
5cript	12:IH P T
as	12:IH P T S;12:IH P S
4traumatic	2010:AE T IH K
4ulate	102:EY T;100:AA S CH AH L AH T
9d	1020:EY T IH D
9s	102:EY T S;100:AA S CH AH L AH T S
5m	10:OW S T AH M
5re	10:AA S CH ER
7s	10:AA S CH ER Z
6ing	100:AA S CH ER IH NG
9s	100:AA S CH ER IH NG Z
4war	11:AO R
3uvalyuk	2010:AA L Y UH K
2t	1:AA T
